Class,Method,SourceCodeLine
FSEditLogOp$ConcatDeleteOp,readFields,667
FSEditLogOp$ConcatDeleteOp,readFields,671
block_005finfo_005fxml_jsp,_jspService,136
BackupNode$BNHAContext,checkOperation,436
FSImageCompression,createCompression,99
decommission_jsp,_jspService,91
NamenodeFsck,fsck,217
NamenodeFsck,fsck,242
NamenodeFsck,check,279
NamenodeFsck,copyBlocksToLostFound,457
NamenodeFsck,copyBlocksToLostFound,467
NamenodeFsck,copyBlocksToLostFound,486
NamenodeFsck,copyBlocksToLostFound,518
NamenodeFsck,copyBlock,543
NamenodeFsck,copyBlock,580
NamenodeFsck,copyBlock,592
NamenodeFsck,copyBlock,600
NamenodeFsck,copyBlock,602
NamenodeFsck,bestNode,615
NameNodeResourceChecker,addDirToCheck,162
FSNamesystem,<init>,486
FSNamesystem,<init>,496
FSNamesystem,loadFSImage,604
FSNamesystem,startCommonServices,647
FSNamesystem,startActiveServices,731
FSNamesystem,getNamespaceEditsDirs,899
FSNamesystem,close,1018
FSNamesystem,metaSave,1053
FSNamesystem,metaSave,1057
FSNamesystem,setPermission,1112
FSNamesystem,setPermissionInt,1125
FSNamesystem,setPermissionInt,1134
FSNamesystem,setOwner,1158
FSNamesystem,setOwnerInt,1171
FSNamesystem,setOwnerInt,1176
FSNamesystem,setOwnerInt,1179
FSNamesystem,setOwnerInt,1189
FSNamesystem,getBlockLocations,1239
FSNamesystem,getBlockLocationsInt,1251
FSNamesystem,getBlockLocationsInt,1255
FSNamesystem,getBlockLocationsInt,1269
FSNamesystem,getBlockLocationsUpdateTimes,1323
FSNamesystem,concat,1346
FSNamesystem,concatInt,1359
FSNamesystem,concatInt,1362
FSNamesystem,concatInt,1371
FSNamesystem,concatInt,1381
FSNamesystem,concatInt,1389
FSNamesystem,concatInternal,1401
FSNamesystem,concatInternal,1423
FSNamesystem,concatInternal,1428
FSNamesystem,concatInternal,1438
FSNamesystem,concatInternal,1456
FSNamesystem,concatInternal,1465
FSNamesystem,concatInternal,1481
FSNamesystem,concatInternal,1490
FSNamesystem,setTimes,1517
FSNamesystem,setTimesInt,1524
FSNamesystem,setTimesInt,1545
FSNamesystem,setTimesInt,1549
FSNamesystem,createSymlink,1566
FSNamesystem,createSymlinkInt,1587
FSNamesystem,createSymlinkInternal,1602
FSNamesystem,createSymlinkInternal,1608
FSNamesystem,createSymlinkInternal,1611
FSNamesystem,createSymlinkInternal,1614
FSNamesystem,setReplication,1650
FSNamesystem,setReplicationInt,1664
FSNamesystem,setReplicationInt,1678
FSNamesystem,getPreferredBlockSize,1700
FSNamesystem,verifyParentDir,1708
FSNamesystem,verifyParentDir,1715
FSNamesystem,verifyParentDir,1718
FSNamesystem,startFile,1743
FSNamesystem,startFileInt,1761
FSNamesystem,startFileInt,1769
FSNamesystem,startFileInternal,1801
FSNamesystem,startFileInternal,1811
FSNamesystem,startFileInternal,1814
FSNamesystem,startFileInternal,1820
FSNamesystem,startFileInternal,1844
FSNamesystem,startFileInternal,1856
FSNamesystem,startFileInternal,1881
FSNamesystem,recoverLease,1957
FSNamesystem,recoverLease,1961
FSNamesystem,recoverLease,1975
FSNamesystem,recoverLease,1983
FSNamesystem,recoverLeaseInternal,1990
FSNamesystem,recoverLeaseInternal,2006
FSNamesystem,recoverLeaseInternal,2017
FSNamesystem,recoverLeaseInternal,2031
FSNamesystem,recoverLeaseInternal,2041
FSNamesystem,recoverLeaseInternal,2049
FSNamesystem,recoverLeaseInternal,2055
FSNamesystem,appendFile,2077
FSNamesystem,appendFileInt,2087
FSNamesystem,appendFileInt,2101
FSNamesystem,appendFileInt,2109
FSNamesystem,getAdditionalBlock,2183
FSNamesystem,getAdditionalBlock,2220
FSNamesystem,analyzeFileState,2234
FSNamesystem,analyzeFileState,2240
FSNamesystem,analyzeFileState,2295
FSNamesystem,analyzeFileState,2310
FSNamesystem,analyzeFileState,2318
FSNamesystem,getAdditionalDatanode,2349
FSNamesystem,getAdditionalDatanode,2369
FSNamesystem,abandonBlock,2397
FSNamesystem,abandonBlock,2409
FSNamesystem,checkLease,2420
FSNamesystem,checkLease,2426
FSNamesystem,checkLease,2429
FSNamesystem,checkLease,2436
FSNamesystem,checkLease,2444
FSNamesystem,completeFile,2467
FSNamesystem,completeFileInternal,2475
FSNamesystem,completeFileInternal,2481
FSNamesystem,completeFileInternal,2505
FSNamesystem,saveAllocatedBlock,2531
FSNamesystem,createNewBlock,2545
FSNamesystem,checkFileProgress,2588
FSNamesystem,renameTo,2617
FSNamesystem,renameToInt,2639
FSNamesystem,renameToInternal,2653
FSNamesystem,renameToInternal,2655
FSNamesystem,renameToInternal,2658
FSNamesystem,renameTo,2696
FSNamesystem,renameToInternal,2710
FSNamesystem,renameToInternal,2712
FSNamesystem,renameToInternal,2715
FSNamesystem,delete,2742
FSNamesystem,deleteInternal,2782
FSNamesystem,deleteInternal,2785
FSNamesystem,deleteInternal,2796
FSNamesystem,removeBlocks,2825
FSNamesystem,removePathAndBlocks,2831
FSNamesystem,getFileInfo,2902
FSNamesystem,getFileInfo,2914
FSNamesystem,getFileInfo,2917
FSNamesystem,mkdirs,2939
FSNamesystem,mkdirsInt,2956
FSNamesystem,mkdirsInternal,2973
FSNamesystem,mkdirsInternal,2975
FSNamesystem,mkdirsInternal,2986
FSNamesystem,mkdirsInternal,3001
FSNamesystem,setQuota,3032
FSNamesystem,setQuota,3040
FSNamesystem,fsync,3058
FSNamesystem,fsync,3067
FSNamesystem,internalReleaseLease,3089
FSNamesystem,internalReleaseLease,3090
FSNamesystem,internalReleaseLease,3103
FSNamesystem,internalReleaseLease,3127
FSNamesystem,internalReleaseLease,3146
FSNamesystem,internalReleaseLease,3152
FSNamesystem,internalReleaseLease,3173
FSNamesystem,reassignLease,3201
FSNamesystem,reassignLeaseInternal,3211
FSNamesystem,commitOrCompleteLastBlock,3218
FSNamesystem,finalizeINodeFileUnderConstruction,3238
FSNamesystem,commitBlockSynchronization,3265
FSNamesystem,commitBlockSynchronization,3279
FSNamesystem,commitBlockSynchronization,3284
FSNamesystem,commitBlockSynchronization,3291
FSNamesystem,commitBlockSynchronization,3343
FSNamesystem,renewLease,3366
FSNamesystem,getListing,3397
FSNamesystem,getListingInt,3424
FSNamesystem,handleHeartbeat,3501
FSNamesystem,checkBlock,3578
FSNamesystem,datanodeReport,3702
FSNamesystem,saveNamespace,3718
FSNamesystem,restoreFailedStorage,3749
FSNamesystem,getCompleteBlocksTotal,4408
FSNamesystem,getCompleteBlocksTotal,4410
FSNamesystem,getCompleteBlocksTotal,4425
FSNamesystem,rollEditLog,4501
FSNamesystem,startCheckpoint,4519
FSNamesystem,startCheckpoint,4527
FSNamesystem,endCheckpoint,4537
FSNamesystem,checkPermission,4600
FSNamesystem,checkFsObjectLimit,4612
FSNamesystem,nextGenerationStamp,4769
FSNamesystem,nextGenerationStamp,4771
FSNamesystem,checkUCBlock,4782
FSNamesystem,checkUCBlock,4784
FSNamesystem,checkUCBlock,4792
FSNamesystem,checkUCBlock,4799
FSNamesystem,checkUCBlock,4806
FSNamesystem,reportBadBlocks,4833
FSNamesystem,updateBlockForPipeline,4864
FSNamesystem,updatePipeline,4887
FSNamesystem,updatePipeline,4889
FSNamesystem,updatePipeline,4900
FSNamesystem,updatePipelineInternal,4909
FSNamesystem,updatePipelineInternal,4923
FSNamesystem,unprotectedChangeLease,4948
FSNamesystem,registerBackupNode,4990
FSNamesystem,releaseBackupNode,5017
FSNamesystem,listCorruptFileBlocks,5054
FSNamesystem,listCorruptFileBlocks,5091
FSNamesystem,getDelegationToken,5148
FSNamesystem,getDelegationToken,5151
FSNamesystem,getDelegationToken,5174
FSNamesystem,renewDelegationToken,5194
FSNamesystem,renewDelegationToken,5197
FSNamesystem,renewDelegationToken,5209
FSNamesystem,cancelDelegationToken,5226
FSNamesystem,cancelDelegationToken,5234
FSNamesystem,logUpdateMasterKey,5259
FSNamesystem,logReassignLease,5271
NameNodeConnector,<init>,118
NameNodeConnector,getAccessToken,129
NameNodeConnector,checkAndMarkRunningBalancer,176
Balancer$Cli,run,1526
Balancer$Cli,parse,1542
Balancer$Cli,parse,1550
Balancer$Cli,parse,1558
Balancer$Cli,parse,1562
Balancer$Source,addNodeTask,619
Balancer$PendingBlockMove,dispatch,370
Balancer$PendingBlockMove,receiveResponse,387
Balancer$PendingBlockMove,receiveResponse,389
BalancingPolicy,parse,71
Balancer,checkReplicationPolicyCompatibility,793
Balancer,initNodes,863
Balancer,initNodes,874
Balancer,initNodes,887
Balancer,chooseNodes,927
Balancer,chooseTarget,1028
Balancer,chooseSource,1076
Balancer,run,1405
Balancer,run,1455
RemoteEditLogManifest,checkState,54
ReceivedDeletedBlockInfo,hashCode,99
NamespaceInfo,validateStorage,97
Storage,checkVersionUpgradable,811
Storage,writeProperties,964
Storage,readPropertiesFile,980
Storage,rename,987
Storage,deleteDir,998
Storage,getProperty,1037
Storage,setStorageType,1048
Storage,setClusterId,1067
Storage,setLayoutVersion,1080
Storage,setNamespaceID,1090
JspHelper,bestNode,159
JspHelper,bestNode,189
JspHelper,streamBlockInAscii,226
JspHelper,getDefaultWebUserName,502
JspHelper,getUGI,566
JspHelper,checkUsername,633
JspHelper,checkUsername,642
Storage$StorageDirectory,clearDirectory,298
Storage$StorageDirectory,clearDirectory,300
Storage$StorageDirectory,analyzeStorage,432
Storage$StorageDirectory,analyzeStorage,443
Storage$StorageDirectory,analyzeStorage,485
Storage$StorageDirectory,analyzeStorage,493
Storage$StorageDirectory,analyzeStorage,504
Storage$StorageDirectory,analyzeStorage,512
Storage$StorageDirectory,analyzeStorage,520
Storage$StorageDirectory,analyzeStorage,522
Storage$StorageDirectory,doRecover,585
Storage$StorageDirectory,lock,636
Storage$StorageDirectory,isLockSupported,-1
Storage$StorageDirectory,isLockSupported,733
JspHelper$1NodeComapare,compare,368
BlockReaderLocal,newBlockReader,221
BlockReaderLocal,newBlockReader,231
BlockReaderLocal,getSlowReadBufferNumChunks,279
BlockReaderLocal,<init>,334
BlockReaderLocal,writeSlice,369
BlockReaderLocal,read,412
BlockReaderLocal,doByteBufferRead,475
BlockReaderLocal,fillSlowReadBuffer,546
BlockReaderLocal,skip,602
BlockReaderLocal,skip,639
BlockReaderLocal,skip,640
DFSZKFailoverController,dataToTarget,77
DFSZKFailoverController,create,121
DFSZKFailoverController,checkRpcAdminAccess,190
NNHAServiceTarget,<init>,62
NNHAServiceTarget,<init>,66
NNHAServiceTarget,<init>,76
NNHAServiceTarget,getZKFCAddress,115
NNHAServiceTarget,setZkfcPort,121
NNHAServiceTarget,checkFencingConfigured,129
NNHAServiceTarget,checkFencingConfigured,132
DFSck,listCorruptFileBlocks,196
DFSck,doWork,295
DFSAdmin,getDFS,289
GetConf$CommandHandler,checkArgs,163
GetConf$PrintConfKeyCommandHandler,checkArgs,244
DelegationTokenFetcher,getDTfromRemote,233
DelegationTokenFetcher,getDTfromRemote,236
DelegationTokenFetcher,renewDelegationToken,264
DelegationTokenFetcher,renewDelegationToken,279
DelegationTokenFetcher,renewDelegationToken,281
DelegationTokenFetcher,cancelDelegationToken,357
DelegationTokenFetcher,cancelDelegationToken,367
DelegationTokenFetcher,cancelDelegationToken,369
OfflineEditsBinaryLoader,loadEdits,84
OfflineEditsBinaryLoader,loadEdits,93
OfflineEditsLoader$OfflineEditsLoaderFactory,createLoader,59
OfflineEditsXmlLoader,loadEdits,99
OfflineEditsXmlLoader,loadEdits,102
OfflineEditsXmlLoader,loadEdits,105
OfflineEditsXmlLoader,loadEdits,108
OfflineEditsXmlLoader,endDocument,124
OfflineEditsXmlLoader,startElement,134
OfflineEditsXmlLoader,startElement,142
OfflineEditsXmlLoader,startElement,149
OfflineEditsXmlLoader,startElement,155
OfflineEditsXmlLoader,startElement,160
OfflineEditsXmlLoader,startElement,173
OfflineEditsXmlLoader,endElement,183
OfflineEditsXmlLoader,endElement,186
OfflineEditsXmlLoader,endElement,201
OfflineEditsXmlLoader,endElement,206
OfflineEditsXmlLoader,endElement,212
OfflineEditsXmlLoader,endElement,217
OfflineEditsXmlLoader,endElement,231
OfflineEditsXmlLoader,endElement,254
OfflineEditsVisitorFactory,getEditsVisitor,67
OfflineEditsVisitorFactory,getEditsVisitor,75
DFSAdmin$DFSAdminCommand,<init>,85
XmlImageVisitor,leaveEnclosingElement,54
OfflineImageViewer,go,134
OfflineImageViewer,go,143
FileDistributionVisitor,<init>,89
ImageLoaderCurrent,loadImage,153
ImageLoaderCurrent,loadImage,176
ImageLoaderCurrent,loadImage,198
ImageLoaderCurrent,processBlocks,322
TextWriterImageVisitor,write,98
DelegationTokenSecretManager,getTokenExpiryTime,102
DelegationTokenSecretManager,loadSecretManagerState,116
DelegationTokenSecretManager,addPersistedDelegationToken,152
DelegationTokenSecretManager,addPersistedDelegationToken,171
DelegationTokenSecretManager,updatePersistedTokenRenewal,198
DelegationTokenSecretManager,updatePersistedTokenCancellation,222
DelegationTokenSecretManager,logUpdateMasterKey,306
DelegationTokenSecretManager,createCredentials,320
BlockPoolTokenSecretManager,get,55
BlockTokenSecretManager,checkAccess,268
BlockTokenSecretManager,checkAccess,272
BlockTokenSecretManager,checkAccess,276
BlockTokenSecretManager,checkAccess,280
BlockTokenSecretManager,checkAccess,284
BlockTokenSecretManager,checkAccess,303
BlockTokenSecretManager,createPassword,353
BlockTokenSecretManager,retrievePassword,374
BlockTokenSecretManager,retrievePassword,384
BlockTokenSecretManager,retrieveDataEncryptionKey,426
DistributedFileSystem,initialize,120
DistributedFileSystem,setWorkingDirectory,155
DistributedFileSystem,getPathName,171
DistributedFileSystem,listStatus,405
DistributedFileSystem,listStatus,435
DistributedFileSystem,reportChecksumFailure,768
DistributedFileSystem,getFileStatus,815
DistributedFileSystem,setOwner,836
ByteRangeInputStream,getInputStream,107
ByteRangeInputStream,openInputStream,131
ByteRangeInputStream,update,172
PBHelper,convert,704
PBHelper,convert,844
PBHelper,convert,1165
PBHelper,convert,1176
PBHelper,convert,1190
PBHelper,convert,1204
PBHelper,convert,1252
PBHelper,convert,1269
PBHelper,vintPrefixed,1340
PBHelper,vintPrefixed,1344
InterDatanodeProtocolTranslatorPB,initReplicaRecovery,92
LeaseRenewer$1,run,311
NameNodeProxies,createNonHAProxy,187
NameNodeProxies,getFailoverProxyProviderClass,327
NameNodeProxies,getFailoverProxyProviderClass,337
NameNodeProxies,getFailoverProxyProviderClass,340
NameNodeProxies,createFailoverProxyProvider,365
NameNodeProxies,createFailoverProxyProvider,367
BlockStorageLocationUtil,queryDatanodesForHdfsBlocksMetadata,149
BlockStorageLocationUtil,queryDatanodesForHdfsBlocksMetadata,154
DFSInputStream$ByteBufferStrategy,doRead,570
DFSOutputStream$DataStreamer,<init>,347
DFSOutputStream$DataStreamer,<init>,373
DFSOutputStream$DataStreamer,run,457
DFSOutputStream$DataStreamer,run,480
DFSOutputStream$DataStreamer,run,524
DFSOutputStream$DataStreamer,closeStream,643
DFSOutputStream$DataStreamer,processDatanodeError,770
DFSOutputStream$DataStreamer,processDatanodeError,772
DFSOutputStream$DataStreamer,processDatanodeError,773
DFSOutputStream$DataStreamer,findNewDatanode,804
DFSOutputStream$DataStreamer,findNewDatanode,814
DFSOutputStream$DataStreamer,transfer,898
DFSOutputStream$DataStreamer,transfer,904
DFSOutputStream$DataStreamer,nextBlockOutputStream,1031
DFSOutputStream$DataStreamer,createBlockOutputStream,1057
DFSOutputStream$DataStreamer,createBlockOutputStream,1058
DFSOutputStream$DataStreamer,createBlockOutputStream,1092
DFSOutputStream$DataStreamer,createBlockOutputStream,1096
DFSOutputStream$DataStreamer,createBlockOutputStream,1100
DFSOutputStream$DataStreamer,createBlockOutputStream,1142
DFSOutputStream$DataStreamer,locateFollowingBlock,1165
DFSOutputStream$DataStreamer,locateFollowingBlock,1172
DFSOutputStream$DataStreamer,locateFollowingBlock,1190
DistributedFileSystem$1,<init>,464
DistributedFileSystem$1,next,505
MD5FileUtils,verifySavedMD5,61
MD5FileUtils,readStoredMd5ForFile,90
MD5FileUtils,readStoredMd5ForFile,93
MD5FileUtils,readStoredMd5ForFile,97
MD5FileUtils,readStoredMd5ForFile,108
MD5FileUtils,computeMd5ForFile,127
DataTransferThrottler,setBandwidth,71
LightWeightHashSet,<init>,113
LightWeightHashSet,<init>,117
LightWeightHashSet,getElement,193
LightWeightHashSet,addElem,254
LightWeightHashSet,remove,284
LightWeightHashSet,toArray,595
ExactSizeInputStream,read,76
ExactSizeInputStream,read,95
ExactSizeInputStream,skip,109
LightWeightLinkedSet$LinkedSetIterator,next,239
LightWeightLinkedSet$LinkedSetIterator,next,243
BestEffortLongFile,lazyOpen,92
BestEffortLongFile,lazyOpen,108
LightWeightLinkedSet,addElem,87
LightWeightLinkedSet,toArray,204
LightWeightGSet,get,121
LightWeightGSet,put,144
LightWeightGSet,put,149
LightWeightGSet,remove,212
CyclicIteration$CyclicIterator,next,99
GSetByHashMap,put,54
PersistentLongFile,writeFile,-1
PersistentLongFile,writeFile,89
PersistentLongFile,readFile,104
LightWeightGSet$SetIterator,next,270
AtomicFileOutputStream,close,77
AtomicFileOutputStream,close,77
AtomicFileOutputStream,close,91
XMLUtils$Stanza,getChildren,106
XMLUtils$Stanza,getValue,120
XMLUtils$Stanza,getValue,124
LightWeightHashSet$LinkedSetIterator,next,549
LightWeightHashSet$LinkedSetIterator,next,553
DFSUtil,bytes2String,223
DFSUtil,bytes2byteArray,274
DFSUtil,locatedBlocks2Locations,340
DFSUtil,addSuffix,426
DFSUtil,getBackupNodeAddresses,541
DFSUtil,getSecondaryNameNodeAddresses,560
DFSUtil,getNNServiceRpcAddresses,593
DFSUtil,substituteForWildcardAddress,870
DFSUtil,getSuffixIDs,1084
HftpFileSystem$RangeHeaderUrlOpener,connect,372
HftpFileSystem$RangeHeaderUrlOpener,connect,374
HftpFileSystem$LsParser,startElement,423
HftpFileSystem$LsParser,startElement,425
HftpFileSystem$LsParser,fetchList,466
HftpFileSystem$LsParser,fetchList,468
HftpFileSystem$LsParser,getFileStatus,475
BlockReaderFactory,newBlockReader,89
DFSClient$Renewer,getNNProxy,933
DFSClient$Renewer,getNNProxy,943
BlockStorageLocationUtil$VolumeBlockLocationCallable,call,329
BlockStorageLocationUtil$VolumeBlockLocationCallable,call,334
RemoteBlockReader,read,119
RemoteBlockReader,readChunk,219
RemoteBlockReader,readChunk,235
RemoteBlockReader,readChunk,249
RemoteBlockReader,readChunk,250
RemoteBlockReader,readChunk,251
RemoteBlockReader,readChunk,281
RemoteBlockReader,readChunk,282
RemoteBlockReader,readChunk,283
RemoteBlockReader,readChunk,289
RemoteBlockReader,readChunk,308
RemoteBlockReader,newBlockReader,408
RemoteBlockReader,takeSocket,441
RemoteBlockReader,sendReadResult,460
DFSClient,checkOpen,536
DFSClient,renewLease,633
DFSClient,getDelegationToken,752
DFSClient,getBlockStorageLocations,1053
DFSClient,getBlockStorageLocations,1061
DFSClient,primitiveAppend,1286
DFSClient,append,1402
DFSClient,getFileChecksum,1652
DFSClient,getFileChecksum,1667
DFSClient,getFileChecksum,1703
DFSClient,getFileChecksum,1705
DFSClient,getFileChecksum,1719
DFSClient,getFileChecksum,1783
DFSClient,getFileChecksum,1787
DFSClient,connectToDN,1849
DFSClient,inferChecksumTypeByReading,1885
DFSClient,inferChecksumTypeByReading,1888
DFSClient,inferChecksumTypeByReading,1895
DFSClient,setQuota,2183
BlockReaderUtil,readFully,48
RemoteBlockReader2,readNextPacket,161
RemoteBlockReader2,readNextPacket,169
RemoteBlockReader2,readNextPacket,178
RemoteBlockReader2,readTrailingEmptyPacket,243
RemoteBlockReader2,takeSocket,289
RemoteBlockReader2,sendReadResult,312
RemoteBlockReader2,newBlockReader,417
RemoteBlockReader2,checkSuccess,438
RemoteBlockReader2,checkSuccess,444
HftpFileSystem$2,run,266
DFSOutputStream,isClosed,1245
DFSOutputStream,<init>,1283
DFSOutputStream,writeChunk,1418
DFSOutputStream,writeChunk,1424
DFSOutputStream,flushOrSync,1570
DFSOutputStream,flushOrSync,1586
DFSOutputStream,flushOrSync,1635
DFSOutputStream,flushOrSync,1657
DFSOutputStream,waitForAckedSeqno,1720
DFSOutputStream,closeThreads,1752
DFSOutputStream,closeThreads,1757
DFSOutputStream,close,1771
DFSOutputStream,completeFile,1815
DFSClient$Conf,createChecksum,332
HdfsUtils,isHealthy,55
HdfsUtils,isHealthy,85
HdfsAdmin,<init>,57
CorruptFileBlockIterator,next,94
LeaseRenewer$Factory$Key,<init>,100
LeaseRenewer$Factory$Key,<init>,102
DFSOutputStream$DataStreamer$ResponseProcessor,run,683
DFSOutputStream$DataStreamer$ResponseProcessor,run,689
DFSOutputStream$DataStreamer$ResponseProcessor,run,702
HAUtil,getNameNodeId,110
HAUtil,getNameNodeIdOfOtherNode,163
HAUtil,getAddressOfActive,295
DFSInputStream,openInfo,143
DFSInputStream,fetchLocatedBlocksAndGetLastBlockLength,162
DFSInputStream,fetchLocatedBlocksAndGetLastBlockLength,170
DFSInputStream,readBlockLength,194
DFSInputStream,readBlockLength,227
DFSInputStream,readBlockLength,238
DFSInputStream,getBlockAt,285
DFSInputStream,getBlockAt,291
DFSInputStream,getBlockAt,310
DFSInputStream,fetchBlockAt,335
DFSInputStream,getBlockRange,356
DFSInputStream,getFinalizedBlockRange,387
DFSInputStream,getFinalizedBlockRange,406
DFSInputStream,blockSeekTo,422
DFSInputStream,blockSeekTo,445
DFSInputStream,readBuffer,624
DFSInputStream,readWithStrategy,633
DFSInputStream,readWithStrategy,654
DFSInputStream,readWithStrategy,661
DFSInputStream,readWithStrategy,669
DFSInputStream,readWithStrategy,676
DFSInputStream,chooseDataNode,735
DFSInputStream,fetchBlockByteRange,798
DFSInputStream,fetchBlockByteRange,838
DFSInputStream,getBlockReader,959
DFSInputStream,read,979
DFSInputStream,read,1008
DFSInputStream,read,1014
DFSInputStream,seek,1077
DFSInputStream,seek,1080
DFSInputStream,seek,1083
DFSInputStream,available,1162
DFSInputStream,bestNode,1198
DFSOutputStream$Packet,writeData,213
DFSOutputStream$Packet,writeChecksum,221
DFSOutputStream$Packet,writeTo,248
DFSOutputStream$Packet,writeTo,249
DFSOutputStream$Packet,writeTo,250
DFSOutputStream$Packet,writeTo,251
JNStorage,findFinalizedEditsFile,90
JNStorage,format,183
JNStorage,checkConsistentNamespace,201
JNStorage,checkConsistentNamespace,207
Journal,newEpoch,286
Journal,journal,348
Journal,checkRequest,402
Journal,checkWriteRequest,433
Journal,checkFormatted,444
Journal,checkSync,456
Journal,alwaysAssert,472
Journal,startLogSegment,482
Journal,startLogSegment,502
Journal,startLogSegment,511
Journal,finalizeLogSegment,564
Journal,purgePaxosDecision,614
Journal,prepareRecovery,685
Journal,acceptRecovery,769
Journal,getPersistedPaxosData,922
Journal,persistPaxosData,952
Journal$1,run,852
Journal$1,run,860
JournalNodeHttpServer,getAddress,108
GetJournalEditServlet,doGet,214
GetJournalEditServlet,doGet,217
JournalNode,validateAndCreateJournalDir,96
JournalNode,validateAndCreateJournalDir,101
JournalNode,validateAndCreateJournalDir,104
JournalNode,validateAndCreateJournalDir,109
IPCLoggerChannel$7,call,365
IPCLoggerChannel$7,call,374
QuorumJournalManager,createNewUniqueEpoch,176
QuorumJournalManager,recoverUnclosedSegment,300
QuorumJournalManager,recoverUnclosedSegment,311
QuorumJournalManager,recoverUnclosedSegment,324
IPCLoggerChannelMetrics,setChannel,86
IPCLoggerChannel,sendEdits,403
IPCLoggerChannel,throwIfOutOfSync,413
IPCLoggerChannel,reserveQueueSpace,446
QuorumCall,waitFor,132
QuorumCall,checkAssertionErrors,153
QuorumCall,checkAssertionErrors,157
QuorumCall,checkAssertionErrors,161
QuorumCall,rethrowException,213
QuorumOutputStream,flushAndSync,89
QuorumOutputStream,flushAndSync,100
QuorumOutputStream,flushAndSync,102
SegmentRecoveryComparator,compare,76
QJournalProtocolProtos$FinalizeLogSegmentRequestProto$Builder,build,5226
QJournalProtocolProtos$FinalizeLogSegmentRequestProto$Builder,buildParsed,5236
QJournalProtocolProtos$FinalizeLogSegmentRequestProto$Builder,setReqInfo,5375
QJournalProtocolProtos$QJournalProtocolService$2,callBlockingMethod,14004
QJournalProtocolProtos$QJournalProtocolService$2,callBlockingMethod,14034
QJournalProtocolProtos$QJournalProtocolService$2,getRequestPrototype,14042
QJournalProtocolProtos$QJournalProtocolService$2,getRequestPrototype,14072
QJournalProtocolProtos$QJournalProtocolService$2,getResponsePrototype,14080
QJournalProtocolProtos$QJournalProtocolService$2,getResponsePrototype,14110
QJournalProtocolProtos$GetJournalStateResponseProto$Builder,build,8269
QJournalProtocolProtos$GetJournalStateResponseProto$Builder,buildParsed,8279
QJournalProtocolProtos$IsFormattedResponseProto$Builder,build,7380
QJournalProtocolProtos$IsFormattedResponseProto$Builder,buildParsed,7390
QJournalProtocolProtos$StartLogSegmentResponseProto$Builder,build,4801
QJournalProtocolProtos$StartLogSegmentResponseProto$Builder,buildParsed,4811
QJournalProtocolProtos$StartLogSegmentRequestProto$Builder,build,4342
QJournalProtocolProtos$StartLogSegmentRequestProto$Builder,buildParsed,4352
QJournalProtocolProtos$StartLogSegmentRequestProto$Builder,setReqInfo,4475
QJournalProtocolProtos$JournalRequestProto$Builder,build,2608
QJournalProtocolProtos$JournalRequestProto$Builder,buildParsed,2618
QJournalProtocolProtos$JournalRequestProto$Builder,setReqInfo,2789
QJournalProtocolProtos$JournalRequestProto$Builder,setRecords,2914
QJournalProtocolProtos$HeartbeatRequestProto$Builder,build,3532
QJournalProtocolProtos$HeartbeatRequestProto$Builder,buildParsed,3542
QJournalProtocolProtos$HeartbeatRequestProto$Builder,setReqInfo,3649
QJournalProtocolProtos$GetEditLogManifestResponseProto$Builder,build,11309
QJournalProtocolProtos$GetEditLogManifestResponseProto$Builder,buildParsed,11319
QJournalProtocolProtos$GetEditLogManifestResponseProto$Builder,setManifest,11442
QJournalProtocolProtos$NewEpochResponseProto$Builder,build,10337
QJournalProtocolProtos$NewEpochResponseProto$Builder,buildParsed,10347
QJournalProtocolProtos$FinalizeLogSegmentResponseProto$Builder,build,5722
QJournalProtocolProtos$FinalizeLogSegmentResponseProto$Builder,buildParsed,5732
QJournalProtocolProtos$QJournalProtocolService,callMethod,14194
QJournalProtocolProtos$QJournalProtocolService,callMethod,14260
QJournalProtocolProtos$QJournalProtocolService,getRequestPrototype,14268
QJournalProtocolProtos$QJournalProtocolService,getRequestPrototype,14298
QJournalProtocolProtos$QJournalProtocolService,getResponsePrototype,14306
QJournalProtocolProtos$QJournalProtocolService,getResponsePrototype,14336
QJournalProtocolProtos$AcceptRecoveryRequestProto$Builder,build,13150
QJournalProtocolProtos$AcceptRecoveryRequestProto$Builder,buildParsed,13160
QJournalProtocolProtos$AcceptRecoveryRequestProto$Builder,setReqInfo,13311
QJournalProtocolProtos$AcceptRecoveryRequestProto$Builder,setStateToAccept,13401
QJournalProtocolProtos$AcceptRecoveryRequestProto$Builder,setFromURL,13491
QJournalProtocolProtos$HeartbeatResponseProto$Builder,build,3954
QJournalProtocolProtos$HeartbeatResponseProto$Builder,buildParsed,3964
QJournalProtocolProtos$PrepareRecoveryRequestProto$Builder,build,11856
QJournalProtocolProtos$PrepareRecoveryRequestProto$Builder,buildParsed,11866
QJournalProtocolProtos$PrepareRecoveryRequestProto$Builder,setReqInfo,11989
QJournalProtocolProtos$FormatResponseProto$Builder,build,9288
QJournalProtocolProtos$FormatResponseProto$Builder,buildParsed,9298
QJournalProtocolProtos$GetEditLogManifestRequestProto$Builder,build,10762
QJournalProtocolProtos$GetEditLogManifestRequestProto$Builder,buildParsed,10772
QJournalProtocolProtos$GetEditLogManifestRequestProto$Builder,setJid,10895
QJournalProtocolProtos$RequestInfoProto$Builder,build,806
